	param_regressor__regressor__classifier__C	param_regressor__regressor__classifier__gamma	param_regressor__regressor__classifier__kernel	param_regressor__regressor__regressor__max_depth	param_regressor__regressor__regressor__max_features	param_regressor__regressor__regressor__min_samples_leaf	param_regressor__selector__estimator__alpha	param_regressor__selector__threshold	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
39	1.336416053078736	0.13202361296723228	rbf	5	0.2702586129651408	6	0.0014043313905502046	0.5*median	-53.16842413544706	-3112.135443329195	-26.678319286776066	-94.50902694151934	-43.71165250447696	-666.0405732394829	1223.2512473243612	51
40	0.7013471708643154	0.14543263753123936	rbf	7	0.397344767384866	13	0.16918360783894457	1.5*median	-53.16842413544706	-3112.135443329195	-26.678319286776066	-94.50902694151934	-43.71165250447696	-666.0405732394829	1223.2512473243612	51
41	4.71170971230597	0.011701589284496704	rbf	19	0.19704812264667843	3	0.2023427366297792	0.5*mean	-40.2423523326464	-3111.2262704827804	-21.98485031147874	-91.73791784154216	-34.587440508612644	-659.9557662954121	1225.8658781436645	1
42	2.3863419466081424	0.002109275442945657	poly	13	0.18717999116306772	3	0.002342331166655637	0.5*mean	-43.73564735197559	-3111.8777911010525	-24.309269369900733	-92.12607937075641	-36.3452677742523	-661.6788109935876	1225.3163740499783	11
43	9.57918405689594	0.28843254801895035	rbf	20	0.116926396174984	17	0.0034045173478524236	0.5*mean	-53.16842413544706	-3112.135443329195	-26.678319286776066	-94.50902694151934	-43.71165250447696	-666.0405732394829	1223.2512473243612	51
44	6.574389521252349	0.001515508351270786	rbf	18	0.9981787071696863	11	0.0014568286393801312	0.5*mean	-44.661620333209314	-3111.377444516682	-23.390144026088482	-92.7467561431684	-35.59840246061675	-661.554873495953	1225.1372425338398	10
45	1.1970530605546528	2.8751942270644233	poly	6	0.4068053361740975	14	0.1432273264840832	1.5*mean	-47.53835126483966	-3111.214809101398	-23.812621319259982	-93.60145826710023	-38.19010881793161	-662.8714697541058	1224.394651611835	32
46	5.543828856283605	0.38742012513680746	poly	7	0.3061413944091283	8	0.014146756469179556	0.5*mean	-45.22201138071127	-3111.908151130305	-23.697454763198404	-93.16095515977153	-36.01640197866913	-662.0009948825311	1225.1798642972606	17
47	0.29900162416813575	0.2103554545117789	poly	19	0.5963243634045614	5	0.01110066430476573	0.5*median	-43.35933063260359	-3111.8731484433524	-24.36630668925697	-92.64058292961533	-34.732551818550036	-661.3943841026755	1225.4635214159503	9
48	0.2654485444349364	4.741037950493024	rbf	7	0.7815864184608561	9	0.002884128539754087	0.5*median	-44.79579766047453	-3111.1789502989936	-26.678319286776066	-92.33346662857059	-43.71165250447696	-663.7396372758583	1223.9148258077794	47
49	3.8544584163647717	0.00018187980322102615	poly	8	0.443212508257632	18	0.012929656985008208	0.5*mean	-53.16842413544706	-3111.3315556279986	-26.678319286776066	-94.37920495289121	-43.71165250447696	-665.853831301518	1222.9418778248798	50
50	0.9385706002415828	0.19370102809768708	poly	7	0.6899152711945153	1	0.07177258674778837	0.5*mean	-43.62801142780405	-3110.7280880781086	-24.4239787388843	-92.18637587517959	-33.23904789647588	-660.8411004032905	1225.1675423685997	4
51	1.2373052560063158	0.0026153247029537174	rbf	10	0.1067260393476291	5	0.005383021515834908	0.5*mean	-46.30183161094565	-3111.011056949067	-24.763221129016	-92.71404267983154	-35.91745690733416	-662.1415218552389	1224.653081961372	21
52	2.947635752855351	0.000347471474476659	rbf	17	0.1729182095719084	9	0.02558924939233808	median	-45.578147692927566	-3110.8338206392445	-23.856819611194084	-92.69139268289196	-35.75066550635147	-661.7421692265219	1224.7685403145008	12
53	0.2097256409215699	0.4679542412783794	poly	18	0.19084010146073652	1	0.002315830608642656	0.5*mean	-44.05103966925375	-3111.8661719263823	-24.67154831462541	-91.86992143957129	-37.016501281447	-661.895036526256	1225.1975643392298	16
54	0.6293578372998708	0.006071699139532616	poly	4	0.18816646579760454	15	0.014742925070514522	0.5*median	-47.716460320167144	-3111.9785847630496	-24.597590774794863	-93.15917809160761	-38.83833456332124	-663.2580297025881	1224.5753217300112	37
55	9.82208873380061	0.00025766207699532323	poly	17	0.18437433273346765	13	0.014670559100701216	1.5*median	-48.46542104541324	-3112.0426742779578	-24.57319112841674	-93.83993350410321	-38.72923681651132	-663.5300913544804	1224.4759958060808	44
56	1.45953023554894	6.451799587201592	poly	5	0.9770440269180681	12	0.015629888593065997	1.5*mean	-44.90630117594224	-3111.913236519403	-24.09504106890134	-93.46972338138576	-36.108904658920814	-662.0986413609107	1225.1341580609794	20
57	2.690388729724325	0.013156781714697544	poly	8	0.18827921691510452	4	0.022004305459630513	1.5*median	-44.589629804715045	-3111.881886509041	-24.43693653609932	-92.74862353287034	-35.30907491218581	-661.7932302589822	1225.2666578660962	13
58	0.10075440929487245	0.042680340426529725	rbf	15	0.19777622143981355	5	0.00855087320258661	mean	-45.20998641660479	-3110.8082668921306	-26.678319286776066	-91.91417022876078	-35.59830581721115	-662.0418097282966	1224.5899243322629	19
59	1.7429957884048888	0.00023154986029583403	rbf	14	0.31913258766608626	1	0.007335064648924391	mean	-43.077846973058186	-3110.7489697414303	-23.91145859773547	-92.24674062504798	-35.275578126648576	-661.0521188127841	1225.0706853184622	6
