	param_regressor__regressor__classifier__max_depth	param_regressor__regressor__classifier__max_features	param_regressor__regressor__classifier__min_samples_leaf	param_regressor__regressor__regressor__C	param_regressor__regressor__regressor__epsilon	param_regressor__regressor__regressor__gamma	param_regressor__regressor__regressor__kernel	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
22	17	0.42614454633115	20	2.744506624473674	2.4064710145445147	0.0006940272565312464	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
23	11	0.1461223535932801	5	0.8428952277794844	0.03525029578453197	0.043869509552152144	rbf	-38.92624021184777	-224.14865107011633	-27.667582776646583	-177.15599058765468	-39.4956815487852	-101.47882923901011	82.43513211462842	43
24	10	0.4349877460030659	1	0.13404313340691656	0.003962280465200586	0.00013060260531039573	poly	-39.07739290201947	-224.19716385829918	-37.428308215155184	-177.19733895065824	-43.497449942890995	-104.27953077380462	80.14001692622352	45
25	17	0.49738868594505203	17	1.3599809006000376	0.007258247068945441	0.00011453914398340603	poly	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
26	13	0.10938995135764273	5	0.3042326590786119	0.0011023503079361629	1.4229892852506978	rbf	-38.926240266424344	-224.18914440665785	-28.888327522300578	-177.24136880626284	-39.495677145579236	-101.74815162944498	82.24541281745417	44
27	13	0.2874772486848978	8	5.400053570063088	0.27444744583171127	2.307469215559176	poly	-38.12159523720332	-223.7951951175877	-2.7734836837637724	-180.18088860196747	-1.6382424470906172	-89.30188101752258	93.95631355290998	3
28	16	0.1893300644331275	14	0.7957028050207349	0.5948353610938608	0.0011728174661973744	poly	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
29	14	0.5494053922538535	7	0.6858025338115983	0.005316393963707914	0.04027824288139338	rbf	-39.158739208862784	-224.18914433387505	-38.52347606040031	-177.22429641967975	-52.98833162590328	-106.41679752974422	78.57706796371744	50
30	15	0.20751231812349685	17	2.388220024553861	0.19665818455107262	0.7089108211798226	poly	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
31	11	0.9090545612280351	2	6.8773069808799265	2.052930647450518	0.00034228173228470786	rbf	-44.701439407238695	-215.6047504656903	-12.337777030454912	-166.32358080396173	-12.889167838696608	-90.37134310920844	84.41636541893938	36
32	15	0.17087207589526981	12	0.2984501718304469	5.784455818939409	1.268501418798459	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
33	8	0.4468156011104356	6	1.193580396206958	0.14192690836073354	0.036211635531716774	rbf	-38.848430980565695	-224.2835963082769	-37.61671488672887	-177.2242962270979	-46.731618115564835	-104.94093130364683	79.69523121492384	46
34	17	0.10143240654984023	7	0.3759757931987383	0.489189215000591	0.36328204521873175	poly	-3904676519.5979786	-223.7380313673188	-2.7844410803398962	-178.7322369609531	-1.7835271005718039	-780935385.327243	1561870567.1353705	54
35	19	0.9407529054226805	6	0.3502609192322518	0.011232640862723266	0.11123259100806157	rbf	-38.84794807654479	-224.22963041712063	-37.61672490406554	-177.1730695300654	-52.98831551055502	-106.17113768767028	78.79037247931359	47
36	9	0.16132262833397398	6	1.875014734280894	1.1074878666075298	0.0008712637457049803	rbf	-39.30998754941147	-222.85538820433257	-14.287833950019573	-176.7695020039656	-40.39630595921096	-98.72380353338804	84.33423127675638	41
37	3	0.17635738245593457	7	2.2866175637408177	0.0628622093054157	0.008878007721995892	poly	-10404032289.488787	-223.7723848765564	-2.6955565194680404	-178.9231981030989	-1.5622502869286488	-2080806539.2884355	4161612875.1001773	58
38	18	0.10244329386696292	9	2.3431930693089593	1.851722814331412	0.1405241145017688	poly	-38.12159523720332	-223.3841148546516	-3.9269130369255314	-180.18088860196747	-0.30360972474651554	-89.1834242910989	93.87861140180297	2
39	10	0.13985546236862237	19	0.40517644913936973	0.08388824642450597	0.0037596638693789598	poly	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
40	13	0.37063733533748344	18	0.5577822704854759	0.5236898500418199	0.00040782312296738164	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
41	20	0.42949040143862105	1	0.3489851637847512	3.6380842300566707	0.0010412236544878684	rbf	-43.96701026307781	-222.8256560987623	-18.73848770262803	-177.43341957678192	-16.78420720515654	-95.94975616928133	86.79637247972093	38
42	19	0.3525575266895634	20	1.302072755178872	0.020494833628720566	0.0001500951577359908	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
43	19	0.3965164666841566	14	2.83120582546896	7.6178422551754865	0.007741576063203932	poly	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
44	18	0.22639321164061638	7	5.663231474192114	0.02037861131737699	2.785755421670936	rbf	-43.059703984593405	-223.9743701147922	-18.440830244876512	-177.38439721615117	-25.399074956384645	-97.6516753033596	85.77856344366299	40
45	7	0.2133288262689723	16	0.30918520586425446	7.475716181640171	0.010625226607883525	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
46	15	0.7935527095486591	15	7.19295016645839	2.22002084130384	0.011701589284496704	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
47	19	0.19704812264667843	3	7.276279205743471	0.02709581246623966	0.454052837975858	rbf	-43.3622963777393	-223.99930490851438	-15.236869296767352	-177.06402834231298	-16.162493806152327	-95.16499854629727	87.88532429236724	37
48	10	0.12376042815184772	17	0.3567402177205782	2.347895789871337	8.980929660399152	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
49	3	0.15732760281636457	17	0.26889065088923503	1.1279459549853714	4.905396367477529	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
50	5	0.10130758296591237	18	0.12460814342245716	0.036123649197399736	0.049577372167979424	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
51	12	0.32836755200179	7	0.6269091115416348	2.177282974880255	2.214582845744781	poly	-2442221.936736322	-223.29182956053577	-3.908497529627317	-177.60663835616373	-4.918646322360695	-488526.3324696181	976847.8061743149	52
52	14	0.521959054087306	5	0.9372255337076547	0.1047643369754186	1.4600477645439967	rbf	-38.77046629166647	-224.24312412959642	-32.274702836646966	-177.19014681722138	-58.580612103112	-106.21181043564866	79.06083364405112	48
53	11	0.46194551566052056	18	0.12890099396076743	0.03896930461494585	0.25817724668722924	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
54	17	0.23511583445392054	15	2.3360441406204457	0.0028398975840475786	0.1682795801476952	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
55	3	0.11270855844205549	12	1.3262838073794396	0.3858762362592172	0.7545266276932825	rbf	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
56	20	0.28102273619802826	7	2.064680092313432	0.9182065469928999	0.00035451929964849224	poly	-61.356844225828276	-225.647148105429	-6.592146823685959	-179.0199384545095	-136.9722956290608	-121.91767464770268	79.01228430800711	51
57	3	0.561358249167479	3	1.2373052560063158	0.013615089255167393	0.5049328828870728	rbf	-39.00389395537926	-224.18914440665787	-35.73426005580694	-177.27550857668928	-55.85449711089251	-106.41146082108517	78.72528103913713	49
58	19	0.32549700994546593	1	1.664306880674488	0.058429712881756524	0.0002026709000494827	rbf	-37.762392653078614	-223.62016324471455	-7.734628619113895	-175.59537347210673	-40.92948937001978	-97.12840947180672	85.82670777868405	39
59	5	0.26434722624352464	14	0.9868648116204308	0.004398484445996326	0.4679542412783794	poly	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	4
