	param_regressor__regressor__alpha	param_regressor__regressor__l1_ratio	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
90	0.03806233281036358	0.008642203994372356	-105.88592853075029	-3838.159948452478	-27.681347520442518	-365.6567143401363	-35.93741053723901	-874.6642698762092	1486.8260343425407	67
91	0.150500131268934	0.002973560448608264	-68.01001776213181	-3133.0409384981185	-29.287089246023566	-145.26782962384837	-36.16423523032624	-682.3540220720896	1226.0345962052875	47
92	0.003704383694139225	0.011150941041595955	-152.83895077651616	-3109.717027636915	-827834738.2800759	-331.93881655246116	-62.54452516581153	-165567679.0638792	331133529.6100505	107
93	0.013116406204067031	0.004068351294377537	-89.33790100566611	-3118.804586512993	-102173.29302223172	-185.51392770503907	-33.865595129543344	-21120.163006516992	40543.423302683506	86
94	0.5177138549606727	0.27950477066788787	-51.09566341144454	-3111.9535160487253	-25.300687367760535	-93.83102589423063	-42.130430140197504	-664.8622645724716	1223.7545226025313	1
95	0.0020689015317830284	0.012346702925181042	-165.21320232778265	-3109.2696030460447	-1047762798.7453479	-361.2772494524492	-75.38690904476354	-209553301.97846234	419104748.3849669	111
96	0.0048681823946158664	0.021507779922903023	-134.30370886924933	-3110.467810630147	-568932509.4441477	-299.80480845514273	-51.39928834859432	-113787221.08395281	227572644.1829769	102
97	0.006551005704266542	0.03037101101245458	-91.13573647874816	-3121.9611284516222	-96087627.99985711	-233.57911134041444	-34.95531108771878	-19218221.926228892	38434703.05445517	93
98	0.5316103824008387	0.013490581406570225	-47.479398943755356	-3111.736642502408	-43.72491594761174	-93.88102451938144	-37.17133876833541	-666.7986641362984	1222.6335637967513	14
99	0.0832984163970371	0.057492237583088135	-65.83165201840758	-3127.658936288697	-30.96124051761682	-126.2984187454062	-35.372483654617945	-677.2245462449491	1225.690001555247	41
100	0.16651492858574482	0.0015211580488552153	-66.50155911328935	-3128.1661928037975	-29.90935006447439	-143.04592958352305	-36.22310677348086	-680.769227667713	1224.3595306220022	46
101	0.1586316197843954	0.6244944307912544	-49.726806661399664	-3111.8696136327244	-34.405195390793736	-93.57550390108737	-41.032677769599225	-666.1219594711208	1223.0483797584097	9
102	0.06068219540130134	0.007072629202458361	-89.18531348992494	-3446.874619773183	-27.963823087071923	-248.97004955161307	-35.43514105633471	-769.6857893916255	1340.9579637571667	60
103	0.09690400511162188	0.12693015041634095	-54.5001433129793	-3113.8294536644676	-55.05059908175031	-94.04321599949895	-35.851022671197605	-670.6548869459788	1221.7343603229167	26
104	0.08695876071751979	0.002716863282921584	-79.22117971742951	-3206.6630530684765	-31.226999172458484	-211.95176768998508	-35.92758672490946	-712.9981172746518	1248.5448989793178	55
105	0.7514202690495059	0.6644073163425982	-53.030724370560606	-3112.0661691436057	-26.521846958921024	-94.39067256440295	-43.57314614205258	-665.9165118359085	1223.2788497864985	4
